100;101
47.738797;14.678834;72.236026;21.123355;46.618204;31.952946;72.395975;26.653282;43.570798;79.356163;28.602052;39.257486;3.497196;7.549396;61.179765;95.555301;51.473949;78.126783;42.678015;44.929670;45.797811;31.182473;68.523191;55.063230;59.835270;55.509665;84.172412;12.190259;56.998872;43.083076;75.219957;19.458843;49.171291;94.517212;19.314088;80.245376;88.985945;15.225380;59.514056;72.915962;2.424981;66.477419;20.475450;14.308446;22.574824;64.664689;11.114204;48.211287;35.358624;91.591246;56.142696;73.352335;33.232731;48.260801;74.336756;78.738512;17.547682;53.983515;25.476417;74.184419;80.701323;20.017679;58.307040;18.160887;13.519684;11.894780;72.807656;63.617114;85.224399;51.395804;39.646956;51.378667;48.836788;61.321719;21.751899;90.618624;48.276444;68.107625;42.435555;96.604011;94.226915;5.664941;74.609881;6.125500;85.447101;1.743111;31.578475;3.180857;37.811342;84.532867;31.055410;17.947662;38.555885;24.668038;77.792779;2.904212;67.345333;51.733913;35.319268;80.657325;2356.092034
51.961347;83.109511;80.137951;62.468236;48.031409;61.691946;23.287618;82.723388;24.436322;30.938849;68.602211;36.386466;89.306183;18.213325;30.467162;64.656885;22.764682;25.708164;21.305628;98.842441;16.981504;92.161548;0.827498;90.646950;8.088857;19.721526;24.994613;35.629280;24.448350;35.951795;88.589931;13.597691;58.769682;69.001877;63.218671;11.834646;8.566765;56.211690;23.040009;48.935124;26.616879;84.617202;0.007173;25.837408;17.336375;49.829904;34.091851;58.986609;76.418444;27.493774;46.524842;67.032483;93.990740;94.569976;86.688253;25.524190;81.034553;35.520135;87.647085;75.516980;59.871661;55.151529;92.925854;92.008874;57.741843;34.135903;32.794145;73.496561;32.262492;54.045504;28.005137;61.913328;38.424278;80.212070;57.355058;31.721690;41.471328;51.018588;87.431216;27.896954;27.954314;7.093308;98.723421;43.508918;39.702153;21.036419;46.201984;69.191102;75.563931;36.106050;62.422815;46.214380;25.434650;38.842075;94.658308;37.994670;11.678765;21.979342;97.190411;21.310434;2451.732927
71.385151;36.627935;73.364941;99.842172;72.570928;35.384111;8.533445;41.939805;86.591465;14.019543;91.221732;0.323116;97.154377;59.062884;70.812498;10.432696;42.287541;85.838154;71.123031;93.573301;86.790451;25.105700;85.591566;89.731820;95.653006;13.734309;8.724433;42.869007;88.420037;56.526127;76.972588;48.668033;20.382081;13.466887;94.359117;30.227800;42.890658;93.966670;35.299761;70.958359;22.749898;36.928898;53.148091;10.194144;84.457451;68.797783;4.362471;7.646512;36.562428;29.653436;73.683826;0.257714;85.424974;42.234485;84.699847;42.820937;68.152216;10.063243;14.660874;75.113804;64.475773;76.357683;99.743203;25.318975;42.298817;61.273090;87.994188;79.471487;56.445419;43.393587;68.432269;19.924471;27.710348;69.536215;35.947233;21.587290;5.910582;59.708081;52.898191;4.868262;53.529978;87.216291;70.364501;29.731164;79.026083;50.244285;39.276643;38.034359;91.623839;35.341526;96.326320;52.362084;25.958091;88.594672;82.753509;7.683825;89.026145;59.851523;79.543232;89.350696;2592.899128
42.718151;35.331081;86.632687;17.125244;82.221983;44.224995;84.170092;86.308555;11.756649;41.272591;11.373493;13.695876;45.907719;71.753470;34.923756;9.179365;86.861307;66.038038;36.664030;98.339710;74.534972;6.669220;66.777108;26.616541;9.262974;78.529534;89.345604;99.354523;5.967857;27.901537;94.259357;19.827635;27.253376;6.409484;11.261727;8.646365;53.116941;63.192342;36.070617;61.051034;32.408990;79.649257;31.764624;49.150640;34.916601;33.897154;91.977853;58.877848;83.015344;56.651439;78.246228;41.042160;31.932300;4.750123;2.107514;61.117017;23.448371;65.351331;27.581864;91.964537;73.309719;54.943057;48.017709;56.619335;16.509145;76.891266;16.499935;15.619449;48.601134;38.281199;11.912837;69.441484;43.852889;19.147673;55.284866;99.765893;94.313560;74.798069;18.973733;28.284114;58.928271;20.018401;20.401993;59.309396;27.560220;51.667199;66.966777;71.069593;31.024907;18.739085;52.321609;81.577384;33.827744;94.138593;7.392797;6.725106;10.937893;29.655427;85.009376;29.573627;2174.249065
25.831037;48.481113;88.431444;8.943068;7.073689;95.995438;95.211208;2.910032;79.306719;41.901945;86.359597;46.595121;66.196666;75.662419;23.698830;58.390394;43.052209;66.965409;24.862353;3.777293;87.202054;53.144129;47.815619;33.161739;42.840499;78.641584;2.695204;88.551685;31.735708;90.346813;13.974294;53.607492;23.969821;73.808628;73.826992;71.516670;63.063036;27.098886;23.686460;30.185498;55.820569;92.254573;75.549277;16.635840;39.044563;80.230175;54.701956;60.690702;89.884284;30.673100;51.576606;98.935941;16.131342;14.697681;34.509732;98.226020;31.333611;32.410430;67.380969;79.946660;14.730082;82.304430;22.350556;60.208518;90.252124;75.009880;27.099802;22.556580;78.512349;53.278232;89.795517;18.317290;82.701593;55.110577;74.535503;56.978405;24.870049;59.590946;20.024990;82.223178;29.986032;54.739326;6.480968;65.950115;32.740165;86.551505;85.416265;58.905076;75.808974;74.762252;42.951479;44.591378;83.405468;13.694979;49.760280;34.487915;37.770189;32.239380;40.692963;30.392649;2440.537073
51.969972;14.514248;61.887956;14.865911;59.509722;2.524720;55.211060;59.856946;24.697887;27.082798;36.036678;67.447665;78.321186;73.021885;80.081845;83.317614;36.890919;71.787014;61.835381;6.613534;70.756268;42.080605;98.051369;51.811769;83.694772;25.804152;8.435211;11.004171;98.747912;6.652164;50.803881;52.025109;85.996718;87.228510;24.450562;70.754007;40.866271;17.880309;35.301406;77.676709;45.759361;41.984127;58.345627;38.259715;55.053061;39.993333;72.390908;42.636051;43.276253;47.789651;19.667953;2.418459;66.893936;91.326583;47.380290;28.611725;3.363486;74.440820;50.791721;1.776906;23.531161;8.408739;94.232167;80.949468;54.916042;82.075727;38.273558;48.725718;62.254284;57.157154;95.303204;52.487299;17.117603;64.908537;53.876868;93.794139;13.276153;58.861004;76.689192;37.140498;94.368136;39.803343;52.691750;70.678416;19.267235;93.220624;35.274439;42.942142;28.830259;89.066779;40.912891;84.688019;36.576210;5.192759;99.773895;52.858843;79.495296;46.898238;23.445755;2.525114;2425.867466
12.909355;56.491496;31.093776;40.097742;91.718195;14.327560;89.807716;28.098592;80.023804;34.309207;53.827285;2.890100;18.766349;91.498950;15.654124;1.169648;90.391958;73.984988;90.233323;56.503290;63.421993;94.732100;13.692932;64.510301;34.020849;66.352560;97.797561;40.785712;45.935095;45.365119;13.029202;4.174511;74.971658;59.107113;86.623249;56.791603;30.381884;70.750959;46.146445;96.716827;2.420320;79.665395;59.956732;59.346928;22.369516;53.170937;42.589305;53.726934;48.177749;91.998335;29.083321;21.029556;2.017929;88.576163;27.937036;58.496827;43.243472;40.226906;63.758958;34.302372;18.101967;38.861631;50.426141;83.085941;37.017438;20.532944;90.130717;0.704100;55.879193;26.973380;72.469288;79.497265;42.252351;62.321589;92.085206;43.183010;82.252243;76.506223;95.568749;59.272691;40.391926;48.879591;69.457761;71.248137;1.589706;90.730844;89.719814;65.348676;91.095684;33.019550;88.093826;10.738559;23.095061;4.216930;10.649013;19.900572;55.542545;81.456744;27.071218;9.097828;2441.079723
38.590719;84.852842;89.701147;61.691415;78.386565;54.106781;28.330057;15.935063;82.023440;74.739482;82.363790;72.610279;95.203835;90.981282;3.512314;96.563419;97.820644;90.434945;7.194994;69.421242;40.423554;53.064839;67.966964;96.487610;78.829495;99.593172;14.645779;13.618066;30.641983;32.986379;73.235598;71.545103;31.504415;29.084967;59.141581;25.191480;37.605466;4.826679;21.342308;68.975476;61.429616;76.524005;46.283089;10.441063;13.338678;55.720873;26.014441;9.736970;61.174102;12.562281;7.609635;67.894535;84.160058;70.559396;33.865061;48.478918;94.326476;20.116333;61.466172;65.930258;14.782914;78.808201;78.677392;59.216480;66.598614;78.951071;54.398645;85.306315;18.862255;58.349058;75.961680;28.659347;15.516694;82.132589;32.609694;23.727636;35.502899;87.620891;42.992094;43.029615;27.431782;6.032891;58.751040;3.816941;94.953260;39.249171;7.924750;72.970050;8.741089;87.316420;90.845888;74.268869;58.134943;22.442972;36.654189;95.942324;77.463514;69.649318;0.595363;15.049436;2482.220546
38.532627;24.551165;99.459281;91.285363;96.351871;45.956483;59.755226;93.128488;84.471346;13.259794;17.259358;50.527322;25.045738;57.728723;2.070672;29.433013;84.572467;64.124506;49.248634;89.004822;31.619813;1.353674;16.602787;24.528364;36.319209;13.724261;32.392207;59.720671;49.383022;72.670251;93.801166;50.922012;50.956103;85.913298;48.651988;43.686544;12.472159;98.866161;57.901127;0.367990;46.256801;15.200847;92.394519;35.082376;6.577610;49.477663;6.584506;1.345745;79.421742;90.993351;38.289549;55.425387;70.781758;67.015523;49.706584;46.430483;82.714653;68.396148;62.398085;27.662180;22.436186;77.962502;99.936162;80.388310;93.093991;72.905825;15.281079;68.650947;36.381759;80.163672;54.794487;44.371538;40.892452;25.275730;36.268222;95.103272;2.635636;97.074592;21.595323;43.759433;22.469380;19.585568;58.081775;62.046806;51.245132;55.400417;35.823037;34.094078;37.036318;48.546325;10.832934;11.104323;75.527212;95.682485;32.203676;48.010922;88.195630;69.910823;49.373880;87.473225;2516.035511
50.245980;1.361147;13.698481;76.488534;97.064064;87.465911;18.398382;7.613765;61.874801;83.046727;13.840344;85.106818;24.025031;54.646632;43.389834;34.270692;68.906834;51.721210;53.941147;62.902922;26.822579;67.804817;53.283863;0.312452;79.768740;39.009508;65.729651;14.596953;44.614636;95.315151;54.961443;22.302616;78.312433;60.249018;52.602580;5.182984;97.902939;29.447092;73.173136;54.741473;56.779607;12.500831;0.346640;95.134062;6.666384;53.815954;18.666059;7.776351;83.608312;41.289711;65.436771;56.195917;96.187740;45.560346;96.463804;55.679803;73.494791;25.015852;0.675382;5.951088;90.808900;90.687107;49.916779;63.962157;19.730738;80.058400;64.512931;63.220055;11.583043;59.843814;88.584210;9.901924;64.634052;12.144586;78.896456;56.611013;36.712603;17.757465;35.296916;47.086343;26.919700;51.928891;7.144766;76.509685;73.533159;79.541619;56.125137;51.749193;8.785912;78.307542;18.279440;99.587697;32.946899;43.586253;19.503787;40.867907;48.348192;19.031362;58.977302;82.460715;2407.233404
