50;51
81.472369;27.602508;16.218231;41.726707;64.431813;96.308854;5.961887;30.145495;42.288569;91.599124;58.224916;73.634007;85.071267;14.651491;55.903254;45.605767;68.371557;10.975505;98.793473;16.356991;63.118873;98.914491;78.287207;71.357401;50.378079;28.594686;40.672692;11.703682;50.384008;1.962107;14.025536;31.801912;67.227024;64.231523;83.825559;80.899027;19.822179;24.108406;19.343375;52.302980;74.486786;39.907523;98.523664;32.565327;5.595253;14.573210;10.482221;91.729880;81.691118;90.177366;1163.880897
90.579194;67.970268;79.428454;4.965443;37.860938;54.680572;68.197190;70.109876;9.422934;0.115106;54.073934;39.470748;56.055953;18.907217;85.409995;10.166939;13.208296;93.375985;17.043202;66.598722;35.507365;6.694626;69.378761;61.833738;48.959434;54.366323;66.693153;81.468169;61.280959;43.517555;26.013019;60.863543;43.151118;22.126573;58.471862;35.650893;19.507153;84.136910;75.442458;32.529899;89.226719;59.943825;55.947741;63.020512;81.685517;58.504362;85.835276;50.983945;18.947148;41.951770;1319.943891
12.698682;65.509800;31.121504;90.271611;81.158046;52.113583;4.243114;66.633885;59.852367;46.244916;86.994103;68.341587;92.960887;4.265241;34.787919;99.538973;72.272454;18.746081;25.779225;89.438938;99.700327;93.939836;0.980225;34.328789;87.704872;98.477624;93.372566;32.485544;81.942224;83.222148;8.681510;91.019523;69.440391;83.705645;94.810874;7.324343;32.683965;85.721276;34.626072;83.184251;24.260339;80.052277;93.359192;23.029916;52.892247;7.336169;69.819977;97.419148;12.369346;35.812835;1445.583992
91.337586;16.261174;52.853314;94.478719;53.282559;23.159439;7.144546;53.912647;47.092426;42.434904;26.477903;70.404743;69.666720;63.519792;44.602665;33.209283;11.035348;26.617884;39.679932;51.655821;22.417150;1.817753;84.321334;93.602733;35.314181;71.567807;81.095003;24.622811;53.188917;61.739017;42.939734;90.909819;25.678456;97.107523;6.102893;59.099146;88.033786;96.361220;41.862541;81.029479;12.959698;10.506877;72.034321;57.988497;69.435056;82.232622;73.374213;19.727894;82.099648;48.898752;1328.239359
63.235925;11.899768;16.564873;49.086409;35.072710;48.889774;52.164984;69.810552;69.594931;46.091637;31.807408;44.230541;58.279097;28.186686;5.423948;29.734682;11.749285;79.783026;7.399477;70.270231;65.245107;68.383861;92.233200;12.477404;44.944356;83.896960;48.454827;34.271322;20.207510;52.012942;25.728278;59.159441;0.975865;84.637289;58.464130;91.018783;47.110187;48.889979;15.571983;55.699826;22.506788;82.144219;48.403852;60.315632;21.240490;72.290297;65.053062;11.118498;63.789762;25.596214;1193.664132
9.754040;49.836405;60.198194;48.925264;93.900156;62.406009;9.673003;66.652791;69.988785;77.015973;11.921454;1.957762;81.539721;53.859668;17.710753;6.204522;64.071792;48.760378;68.409607;15.359038;60.499064;78.373648;77.095422;73.058536;96.353029;43.326056;75.674921;37.569214;45.389347;86.386822;29.755538;33.257141;53.228307;50.599946;28.510809;19.376594;40.396937;22.031010;81.900058;26.296403;35.001392;84.108633;63.903109;59.987910;54.327995;92.585804;51.627057;29.735429;1.611980;92.916927;1295.377718
27.849822;95.974396;26.297128;33.771941;87.594281;67.913554;81.814855;17.813245;63.853076;32.247181;93.982947;33.085788;87.901390;69.516304;66.280806;29.824397;32.881421;76.895826;40.238833;95.345707;38.724543;53.413757;4.265986;64.647743;4.229780;47.062472;41.704745;54.655379;42.791092;9.769792;42.485841;85.306363;27.939197;27.887561;82.773217;43.236779;17.923148;22.620864;62.492353;68.056620;28.708461;35.450624;88.763687;44.842788;70.252027;49.263860;32.638814;39.641854;89.595463;46.675681;1224.729195
54.688152;34.038573;65.407910;90.005385;55.015634;39.551522;81.754709;12.801440;3.360384;78.473929;64.555187;42.430950;98.891162;49.911601;33.082900;4.635126;65.381202;39.600675;98.283520;54.088408;14.218716;88.535945;37.818614;83.315199;97.295833;56.071341;97.178599;56.192015;96.605275;90.805220;11.920726;44.239789;94.623015;74.661722;19.098644;74.915973;96.892500;53.678780;73.856042;23.365315;92.748801;43.006946;19.873675;3.542346;95.643456;65.488290;66.177620;42.075568;51.537506;25.400785;1385.682974
95.750684;58.526775;68.921450;36.924678;62.247509;36.743665;72.243959;99.908039;6.880610;47.135715;47.946322;27.027042;0.052238;53.580106;89.848614;50.542814;74.913146;27.293879;40.218399;67.973390;2.513499;89.900490;70.433962;39.828223;18.920684;26.909154;98.797470;39.582223;62.005505;10.801669;49.506692;90.435548;90.644327;23.693038;44.252996;3.918449;40.745574;76.210971;80.511242;45.642536;5.131376;57.223922;39.536627;51.381484;44.454216;89.012348;11.756548;31.147536;54.452194;43.121845;1259.189147
96.488854;22.381194;74.815159;11.120276;58.704470;98.798200;14.986544;17.112107;31.959974;3.576273;63.931696;19.705380;86.543859;44.518317;11.815520;76.142589;58.318573;3.723463;62.067195;3.656302;42.111225;62.593763;72.951305;74.982221;66.712030;74.901847;86.414753;39.813088;69.538995;51.699676;70.640723;3.317941;39.268458;95.734528;39.341151;94.632499;84.448740;34.756715;6.722266;38.456689;59.266676;70.082473;99.217530;40.773016;8.539783;53.852557;14.781741;69.384317;60.644221;70.253001;1207.642435
